Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score,Vote
3.0,82.16406988,13445.65968,1.0,787.4918432,0.0,696.2821727,1.0,1.0,0.0,0.44601839600000004,0.958853246,3578.0,454.221807,95.31689752,5817.764575,342.9812028,84.97471039,21.31248008,6.422000000000001,55649.49969,0.0,241014.323,9.199769443,490.9320961,0.415899884,27.38802329,70.0,7.0,6.0,52.1258078,2.0,1.0,0.0,0.0,3.0,476.7786735,4.0
6.0,532.4080967,2206.391979,1.0,31682.845080000003,1.0,70.41322376,1.0,0.0,1.0,0.02748638,0.25873961,3784.0,64.34331043,86.60244809,253.01185139999998,490.00129239999995,30.54217536,8.021428204,12.216,5876.823362,1.0,154.56762959999998,3.736190945,12.43252306,95.79439384,177.4693656,60.0,2.0,9.0,809.6320469,2.0,1.0,3.0,1.0,1.0,22.52198415,1.0
2.0,88.9249433,26212.010140000002,0.0,918.2689301,0.0,1245.642411,0.0,1.0,1.0,0.11749402,0.23874606199999998,4608.0,855.4221607999999,24.59471829,10553.81093,529.0638462000001,89.99485807,29.24760094,11.392000000000001,101284.1249,0.0,781980.5841,6.963980267999999,884.2966607000001,34.96101338,29.64164777,100.0,0.0,16.0,591.1429846,0.0,0.0,1.0,0.0,0.0,774.6656012,10.0
8.0,683.8332797999999,161724.4622,1.0,52196.60604,0.0,910.5323854000001,0.0,0.0,1.0,0.156214826,0.64314189,,657.9362214,52.54459349,8410.779945,704.113388,77.42477334,25.65026747,6.7410000000000005,76078.51318,1.0,503377.1247,0.9422222570000001,709.4907503,52.13376069,227.94442659999999,90.0,1.0,8.0,262.4050768,1.0,2.0,2.0,0.0,2.0,494.88142220000003,6.0
7.0,865.6758286,266164.874,2.0,83564.62975,1.0,1386.890326,0.0,1.0,1.0,0.167437441,0.46369831899999997,8841.0,899.3023311000001,68.58271637,11022.54965,303.00938080000003,40.573614,29.98836993,7.159,109947.7168,0.0,850811.6112,6.287822502,922.3944987,77.98150606,288.55860950000005,100.0,0.0,13.0,747.8528448,1.0,2.0,4.0,0.0,0.0,970.5575558,1.0
10.0,240.4561324,39367.58111,0.0,6514.502224,1.0,718.4399093999999,1.0,0.0,0.0,0.11218674599999999,,8792.0,483.65973130000003,44.20580105,5878.932327,976.7954892000001,62.01752415,21.99226526,1.208,57807.901410000006,1.0,241239.4093,8.13174786,491.1612864,82.9147927,80.15204414,60.0,2.0,10.0,36.94980318,4.0,3.0,2.0,1.0,,468.06004519999993,9.0
3.0,453.7648671,52333.72435,1.0,23039.316580000002,0.0,628.6949529,1.0,0.0,,0.60464831,0.5427341179999999,7854.0,413.3226959,61.12828664,4286.612975,609.4843722,62.408750899999994,20.330339300000002,2.146,49164.5837,1.0,119713.7568,9.542420176,345.9967583,44.55827151,151.25495569999998,,4.0,11.0,185.31732490000002,3.0,3.0,4.0,0.0,0.0,444.2097015,9.0
7.0,207.2960962,9551.908798,1.0,4853.728867,1.0,83.27729478,1.0,1.0,1.0,0.544249436,,9408.0,28.08243128,13.06129908,1438.522124,735.4588102999999,63.67759765,5.299285921,6.5920000000000005,6628.860412,2.0,19109.115990000002,2.4162386330000003,138.2357262,42.67849058,69.09869875,90.0,1.0,13.0,723.206636,2.0,1.0,2.0,0.0,0.0,88.35906804,7.0
10.0,519.8346744,121274.8429,0.0,30208.621410000003,1.0,1188.993373,0.0,1.0,0.0,0.329963418,0.31790568199999997,3369.0,786.9863393999999,6.6996538779999995,8572.823403,10.38113958,53.09728358,28.0532768,12.630999999999998,93749.94276,0.0,489839.1146,1.7004661840000002,699.8850723999999,89.23478613,173.2782248,90.0,1.0,13.0,475.0107617,6.0,2.0,0.0,1.0,3.0,821.4343207000001,7.0
1.0,234.1879941,15097.09415,0.0,6181.8422869999995,0.0,461.5061975,1.0,0.0,0.0,,0.525549701,9305.0,448.93597249999993,18.16011516,2831.843096,320.79533280000004,50.27826254,21.18810922,6.695,40956.33785,0.0,37402.44413,8.001233938,193.39711509999998,41.43096267,78.06266471,90.0,1.0,14.0,525.5268154,1.0,0.0,4.0,0.0,4.0,76.24822151,1.0
8.0,247.8817003,62826.35045,2.0,6919.886937,1.0,1292.132294,0.0,1.0,0.0,0.638388669,0.390970414,7307.0,984.2557450999999,59.93932728,9572.100264,206.7845394,91.18195677,31.37285045,8.693,106858.8073,2.0,578145.6225,8.965841569,760.3588774,58.57956165,82.62723343,80.0,4.0,10.0,572.7661353999999,2.0,3.0,4.0,0.0,2.0,660.5324706,10.0
7.0,290.66034360000003,83642.12683,1.0,9493.935153,0.0,1043.431984,0.0,0.0,0.0,0.825027185,0.016896439,,548.5530832999999,87.59969315,9730.082284999999,74.25676496,64.80406856,23.42121012,8.993,79876.91066000001,1.0,,3.817837939,863.2976118999999,22.15483102,96.8867812,60.0,2.0,10.0,562.5907836,3.0,2.0,3.0,1.0,0.0,926.8088953,1.0
1.0,181.1553404,25327.33253,0.0,3716.7470409999996,1.0,622.3110535000001,1.0,0.0,0.0,0.7206872120000001,0.712017797,5137.0,401.1804369,89.01913702,4996.661602,345.2768622,51.06778299,20.02948918,4.863,49312.80623,2.0,175921.586,7.616817846,419.4300728,9.251071187,60.38511346,90.0,1.0,15.0,141.5110984,2.0,1.0,2.0,0.0,0.0,438.61130599999996,9.0
1.0,582.3203946000001,161288.2468,0.0,37881.55591,1.0,1354.512467,0.0,1.0,1.0,0.92370938,0.485474461,4640.0,936.6001719000001,68.67612971,10182.4532,0.15923916400000002,30.32544493,30.60392413,11.36,108763.8137,0.0,690436.8309999999,8.680458132,830.925286,98.79021798,194.1067982,70.0,7.0,12.0,653.8741381,0.0,2.0,1.0,1.0,0.0,856.9595683,7.0
5.0,,52844.021310000004,1.0,104290.448,0.0,401.13901549999997,1.0,1.0,1.0,0.469087372,0.599512205,9593.0,283.6993687,80.21704231,2206.3530739999997,578.1666816000001,8.679206017,16.84337759,6.407,31435.49372,2.0,26861.713160000003,8.443481019,163.8954336,44.51066335,322.4252204,100.0,0.0,13.0,466.808686,2.0,1.0,3.0,0.0,0.0,258.84008059999996,1.0
6.0,253.8381943,80159.09265,1.0,7253.927055,1.0,1198.234192,0.0,1.0,0.0,0.9039564,0.191360211,4154.0,872.8019973999999,54.96244957,11219.24836,5.783206783,78.3093357,29.54322253,11.845999999999998,100556.2489,2.0,897499.3755,2.760512175,947.3644365,51.12026895,84.61273145,60.0,2.0,12.0,597.9959762999999,3.0,3.0,3.0,1.0,0.0,635.951901,10.0
1.0,384.5518237,50757.77897,1.0,16569.30673,1.0,647.5706284,1.0,1.0,1.0,0.515939629,0.30695876699999997,6634.0,374.67378110000004,73.63066613,4709.108706,945.5686386,70.52062617,19.35649196,3.366,49160.76068,2.0,156797.0831,6.570834036,395.9761144,51.90706223,128.1839412,90.0,1.0,13.0,168.08521330000002,2.0,1.0,0.0,1.0,0.0,541.533228,9.0
4.0,348.948077,79921.38351,2.0,13655.73386,1.0,876.7287853,0.0,1.0,0.0,0.38949109200000004,0.020236389,3883.0,635.5760867,92.72029707,8142.2073900000005,58.08814615,0.595587678,,6.117000000000001,73382.86954,0.0,472113.9979,6.706498784,687.1055217,85.34827202,116.3160257,100.0,0.0,11.0,232.75175389999998,1.0,3.0,1.0,1.0,1.0,471.9995102,6.0
7.0,204.95499619999998,6785.948490999999,2.0,4745.712827,0.0,212.3739201,1.0,1.0,0.0,0.662557877,0.425299534,8122.0,144.6165894,43.51936546,1282.516868,420.3540056,88.53236116,12.02566378,,16583.07245,1.0,9866.124872,4.906203491,99.32836892,51.57411543,68.31833206,70.0,7.0,12.0,642.7783214,1.0,0.0,2.0,1.0,0.0,144.5723055,1.0
9.0,506.22900830000003,164039.9235,0.0,28652.943989999996,0.0,1370.78982,0.0,1.0,1.0,0.519441544,0.051217434000000006,6292.0,892.7231331,95.27835962,11506.73372,805.992024,97.65518252,29.87847274,9.708,,0.0,945034.2971,1.527382866,972.1287451,85.01686514,168.74300280000003,100.0,0.0,13.0,755.6183267000001,2.0,0.0,2.0,0.0,0.0,940.252251,1.0
7.0,80.27724019,14459.191180000002,,752.8074459,1.0,827.2157478999999,0.0,0.0,0.0,0.324541027,0.8130115990000001,4347.0,514.7753176,46.27068767,6433.021586,2.893934259,12.92852068,22.68866055,7.653,64622.55564,1.0,291974.9831,9.839245975,540.3470951,86.53946444,26.75908006,50.0,6.0,9.0,127.240771,1.0,1.0,1.0,0.0,1.0,619.7665049999999,8.0
2.0,535.1227281,6789.103065,2.0,32005.744710000003,1.0,334.1908017,1.0,0.0,1.0,0.307271278,0.360084105,7189.0,,43.78979681,1010.679911,705.7282899,23.17143357,17.74922329,8.811,28005.08154,1.0,1448.6401529999998,1.679424478,38.06100568,52.5946527,178.3742427,90.0,1.0,13.0,642.3971465,4.0,2.0,0.0,1.0,2.0,93.70653302,1.0
6.0,565.724976,84850.60387,1.0,35759.102589999995,1.0,691.5352749,1.0,0.0,1.0,0.621862449,0.076571809,4896.0,451.94058370000005,60.7977814,5403.449375,438.6550216,8.443513768999999,21.25889423,5.104,54834.99375,0.0,202461.1405,7.396785095,449.95682080000006,51.93264387,188.57499199999998,,2.0,9.0,72.32394603,2.0,2.0,3.0,1.0,0.0,479.58613499999996,9.0
1.0,365.45706989999996,30734.61298,2.0,14971.693459999999,1.0,814.3590148,1.0,1.0,1.0,0.43955403,0.310291987,7092.0,512.166658,78.73451458,3547.3065049999996,23.91174971,16.28150702,22.63109935,2.908,60358.63443,2.0,63653.937139999995,7.638673086,252.29731890000002,98.06934579,121.8190233,90.0,1.0,12.0,293.1768268,1.0,1.0,4.0,0.0,0.0,656.3585813999999,2.0
9.0,162.43242080000002,22982.89704,2.0,2995.7320649999997,0.0,632.1581569,1.0,1.0,0.0,0.666540176,0.7067382209999999,3673.0,415.9637212,1.494467561,5076.6890969999995,685.4621344,45.61495758,20.39518868,6.327000000000001,50398.97931,1.0,180180.015,,424.4761654,56.69001001,54.14414026,100.0,0.0,15.0,132.5530962,3.0,0.0,4.0,1.0,0.0,430.68638250000004,9.0
4.0,696.9367791,90571.13662,1.0,54211.29826,0.0,682.499666,1.0,1.0,0.0,0.612194351,0.054519818,6645.0,459.7707665,31.56785041,4818.222418,403.37660439999996,23.8551443,21.44226589,,53976.50052,1.0,151997.1264,7.651672862000001,389.8680885,84.06780716,232.3122597,100.0,0.0,13.0,124.0672312,0.0,1.0,1.0,1.0,0.0,459.43833459999996,9.0
9.0,410.7379742,57290.84526,1.0,18891.9886,0.0,657.4310361,1.0,0.0,1.0,0.695581828,0.9567992009999999,9757.0,392.01296329999997,48.95729264,4968.507192,303.5806888,23.59240437,19.79931724,0.243,50562.284810000005,1.0,175098.8346,8.77089808,418.4481265,75.81246193,136.9126581,100.0,0.0,13.0,137.7122556,2.0,3.0,0.0,1.0,1.0,525.5491131,9.0
7.0,653.6438776000001,5557.6005780000005,0.0,47700.13893,1.0,300.5228458,1.0,0.0,0.0,0.378914359,0.6817813559999999,5814.0,272.5963377,5.717438458999999,800.2673775000001,179.3296887,7.553791185,16.51049175,10.186,24662.562169999997,1.0,650.6310363,4.41819574,25.50747021,73.85971455,217.88129249999997,60.0,2.0,10.0,657.7740767000001,2.0,2.0,0.0,1.0,0.0,105.2707896,1.0
7.0,804.3560545,154461.2742,1.0,72165.74785,1.0,906.3403764000001,0.0,0.0,0.0,0.052886632999999995,0.9965018390000001,8238.0,673.1790512,18.15496839,7107.287234,388.86519289999995,12.8899019,25.94569427,3.762,74819.92081,2.0,331883.0446,5.23469141,576.0929132,97.32870883,268.11868480000004,40.0,3.0,9.0,189.69572019999998,3.0,1.0,3.0,0.0,1.0,485.73987810000006,3.0
3.0,926.3938985999999,101070.7254,1.0,95674.98189,0.0,617.2428673,1.0,1.0,1.0,,0.373487038,5987.0,373.322367,,4019.6820079999998,647.0173167,91.26545596,19.32155188,4.013,46861.98148,2.0,107127.73,2.542088432,327.30372739999996,57.53122745,308.7979662,70.0,7.0,12.0,214.1960758,3.0,3.0,2.0,0.0,0.0,497.0447285,9.0
8.0,59.539144799999995,6551.661428,2.0,423.7252443,1.0,644.144893,1.0,1.0,0.0,0.440997835,0.010677012,3759.0,428.9628235,73.93106392,4159.112513,964.3798436000001,45.09991482,20.71141771,12.241,50282.101780000005,2.0,108978.3473,4.203015105,330.11868660000005,78.92660112,19.8463816,80.0,4.0,10.0,190.7686088,1.0,1.0,3.0,0.0,1.0,450.1329665,10.0
1.0,550.3322053999999,58982.33271,1.0,33845.17032,1.0,608.4827571000001,1.0,0.0,1.0,0.469715505,0.34058452200000006,5835.0,340.0172683,89.79173736,3895.310626,519.4343518999999,35.50821447,18.43955716,4.165,45101.81574,2.0,103380.0033,0.290471215,321.52760889999996,98.68753601,183.44406850000001,80.0,4.0,8.0,243.09993230000003,1.0,0.0,0.0,0.0,0.0,540.6289094,11.0
9.0,454.12924289999995,54949.64091,2.0,23076.195219999998,0.0,608.5890177,1.0,0.0,0.0,0.125642766,0.65830952,6769.0,393.37930539999996,44.41518099,4416.758777,453.7987651,16.61162858,19.83379201,3.2310000000000003,47680.73621,2.0,131769.0121,2.013488635,363.00001660000004,,151.37641430000002,90.0,1.0,8.0,184.8507969,1.0,1.0,3.0,0.0,0.0,436.4952823,4.0
4.0,256.637832,45547.07945,2.0,7413.6544810000005,0.0,724.2115505,0.0,0.0,0.0,0.358570977,0.384609453,9516.0,463.3467788,31.43622191,6250.976313,548.1260743,,21.52549137,0.484,57801.0276,2.0,283479.8685,4.2848720380000005,532.4282755,1.37614673,85.54594401,80.0,4.0,8.0,49.57490396,3.0,2.0,1.0,0.0,1.0,507.91324389999994,4.0
2.0,246.83331090000001,3291.741551,2.0,6861.909256999999,0.0,486.3964308,1.0,1.0,1.0,0.9618158379999999,0.399656406,5096.0,418.62904080000004,2.7863765139999996,1237.3347410000001,596.298978,53.55655521,20.46042621,10.904000000000002,39029.41185,2.0,1600.613336,,40.00766597,55.49782836,82.27777031,80.0,4.0,11.0,549.1680196000001,1.0,1.0,2.0,1.0,0.0,211.25905490000002,1.0
6.0,1832.1407989999998,458484.5892,0.0,373591.8143,0.0,1048.14244,0.0,1.0,1.0,0.026703391,0.36663569,8692.0,626.272385,58.17795082,8759.903203,570.0072064,54.88547929999999,25.02543476,5.308,81697.79074,2.0,563604.3064,9.181175039,750.7358432999999,64.83244472,610.7135995,90.0,1.0,14.0,424.8256747,4.0,1.0,3.0,1.0,0.0,818.8474173999999,0.0
3.0,607.3669341,139101.0931,2.0,41200.74372,1.0,799.7786723999999,0.0,1.0,0.0,0.16364088300000001,0.7615200109999999,5801.0,506.98612410000004,73.28007659,7884.666975,,53.95475684,22.51635237,6.199,64879.144779999995,0.0,472064.4604,3.78409053,687.0694727000001,69.23997127,202.4556447,50.0,6.0,7.0,193.651291,3.0,3.0,3.0,1.0,3.0,549.5684269,8.0
10.0,444.2060555,21909.51649,2.0,22082.40422,0.0,210.9572151,1.0,0.0,0.0,0.9434842309999999,0.453771871,5536.0,,,1893.023307,647.0789053,45.329188,14.37597436,10.464,19516.25203,2.0,21894.707469999998,1.75468259,147.968603,61.884019099999996,148.0686852,60.0,2.0,12.0,663.3739663,3.0,2.0,0.0,1.0,2.0,20.31715981,1.0
9.0,748.3807757000001,78655.43628,2.0,62489.88087000001,0.0,578.4397697,1.0,1.0,1.0,0.02402689,0.264290565,7131.0,381.7005229,18.05563837,3916.425769,651.8118051,82.12083681,19.53715749,2.8689999999999998,45251.62025,0.0,99415.64907,4.745954615,315.3024724,85.97927534,,70.0,7.0,6.0,238.3316895,2.0,1.0,0.0,1.0,0.0,406.7581037,4.0
5.0,993.9296950999999,122424.962,1.0,110107.5587,1.0,607.7924374,1.0,0.0,1.0,0.208855337,0.441881411,7696.0,358.0610067,13.49736338,4411.30174,664.7846629,92.65124311,18.92250001,2.3040000000000003,46361.629839999994,1.0,136543.5321,5.856555253,,48.64690262,331.30989839999995,90.0,1.0,14.0,192.8217774,2.0,0.0,0.0,1.0,1.0,497.1714682,9.0
8.0,277.4206738,39871.1102,1.0,8653.832473,1.0,684.0002097,1.0,0.0,0.0,0.760237823,0.419613154,9960.0,467.03643610000006,80.20516045,5245.695686,150.08039140000002,,21.6110258,0.04,54838.02837000001,2.0,185900.9129,2.395669713,431.1622813999999,12.89928085,92.47355792,80.0,4.0,12.0,96.40621302,1.0,2.0,4.0,1.0,0.0,441.10237810000007,9.0
10.0,535.2764267,63668.99669,0.0,32024.075810000002,0.0,753.1552525000001,1.0,0.0,0.0,,0.22153405899999998,,593.6655919,64.48135893,4755.711567,766.5930889,99.15806851,24.36525378,8.079,61985.425129999996,2.0,127333.3856,9.826758357000001,356.8380383,75.39568536,178.4254756,50.0,6.0,8.0,217.09973369999997,2.0,3.0,3.0,1.0,2.0,366.3448319,5.0
2.0,119.63293,7695.019295,0.0,1640.104082,0.0,372.4231982,1.0,1.0,0.0,0.027757387999999997,0.627985977,,380.6125743,69.58297435,2690.8826329999997,406.85986030000004,91.80930508,19.50929456,6.489,34215.887760000005,0.0,37235.780080000004,4.784591538,192.96574850000002,33.5404831,39.87764334,80.0,4.0,11.0,581.222956,3.0,2.0,0.0,0.0,2.0,21.15061292,1.0
3.0,211.19404210000002,36642.54999,1.0,5036.278395,1.0,762.0642753,0.0,0.0,0.0,0.317945522,0.81126169,9381.0,432.30945499999996,77.65852534,6069.673413,588.1197634,32.247460700000005,20.79205269,2.6189999999999998,58196.369210000004,2.0,270925.9237,0.153745732,520.5054503,92.06039342,70.39801404,40.0,3.0,9.0,158.5235173,2.0,0.0,1.0,1.0,1.0,641.8704415,8.0
4.0,529.7287669,90640.22718999999,1.0,31365.750310000003,1.0,835.6469602000001,0.0,0.0,0.0,0.9345316359999999,0.6930358329999999,4452.0,611.9203282999999,76.32364903,6357.046527,796.6014082,4.803337087,24.73702343,7.547999999999999,68425.06012000001,0.0,263498.025,1.0383831620000001,513.320587,47.32841235,176.5762556,40.0,3.0,8.0,117.3933385,2.0,3.0,0.0,0.0,0.0,467.1732121,3.0
4.0,483.6629501,48772.87949,1.0,26163.42647,1.0,623.4001986000001,1.0,1.0,0.0,0.670134494,0.34552108200000003,5209.0,360.87034239999997,83.72357178,3746.959764,703.7288423,3.089727182,18.99658765,4.791,46357.27601,1.0,91519.50477999999,2.204516826,302.5219079,66.57737736,161.2209834,100.0,0.0,9.0,244.3434207,4.0,3.0,4.0,1.0,0.0,536.7293993,6.0
2.0,435.1424114,52429.3481,1.0,21193.81616,0.0,659.5931357999999,1.0,0.0,0.0,0.413407835,0.390119373,9594.0,368.28631839999997,82.84672962,4351.206379,32.88175166,2.526667109,19.19078733,0.406,49039.28198,2.0,130655.7709,8.535897392,361.46337420000003,0.737327547,145.0474705,80.0,4.0,9.0,208.7899246,2.0,2.0,0.0,0.0,0.0,583.9782235,6.0
9.0,514.6781456,71366.62246,2.0,29614.18088,1.0,605.1396900000001,1.0,1.0,1.0,0.631679318,0.25218353600000004,3433.0,361.4477037,94.37485747,4882.774144,369.8363858,39.39748206,19.01177803,6.567,46946.55674,1.0,173045.91100000002,2.01941164,415.9878736,33.9562072,171.5593819,100.0,0.0,13.0,163.7319689,1.0,2.0,3.0,0.0,1.0,476.4759386,9.0
7.0,89.03186006,10309.99792,0.0,920.4186317,1.0,636.1433202000001,1.0,1.0,1.0,0.62308547,0.9805977229999999,5671.0,399.7753087,13.74551484,4273.587185,944.7732228,71.91992484,19.99438193,4.329,49001.724989999995,2.0,120689.3007,9.694891237,347.4036567,11.1570481,29.67728669,80.0,4.0,11.0,183.3371892,2.0,1.0,3.0,1.0,0.0,483.2103534,9.0
7.0,584.156667,37755.71996,2.0,38120.164619999996,0.0,289.41319649999997,1.0,0.0,0.0,0.010110713,0.7960943909999999,8134.0,245.82789989999998,69.37824832,2430.641799,539.789672,8.677188422999999,15.67889983,7.8660000000000005,25206.30662,1.0,37596.667069999996,7.990555291000001,193.8986,86.73730746,194.718889,60.0,2.0,11.0,565.9172482999999,2.0,0.0,2.0,1.0,0.0,97.55645322,1.0
4.0,996.7721322000001,329983.3402,1.0,110737.2222,0.0,1438.6003210000001,0.0,1.0,1.0,0.484204911,0.076815658,4488.0,942.7096384,98.40695374,11816.97724,964.7253754000001,83.31331096,30.70357696,11.512,114879.3387,2.0,986358.4353,9.926285334,993.1557961000001,42.78660265,332.2573774,60.0,2.0,12.0,819.2812549,3.0,3.0,0.0,0.0,0.0,981.6921335000001,1.0
7.0,50.14061948,4782.866994,0.0,306.0559534,1.0,451.51065639999996,1.0,0.0,0.0,0.73520314,0.17131490600000002,9991.0,322.44111960000004,51.62908994,3506.5542990000004,942.0083655999999,1.8851157980000002,17.95664556,4.0089999999999995,36764.190760000005,1.0,81891.66976,7.364788679,286.1672059,,16.71353983,90.0,1.0,13.0,363.7192083,4.0,1.0,1.0,1.0,0.0,265.3938562,12.0
5.0,89.66608082,17211.41948,1.0,933.222699,1.0,628.7104849,0.0,0.0,1.0,0.417925079,0.019601308,7800.0,317.4313391,19.20601896,6393.367786,730.4620347,45.9556828,17.81660291,4.2,48314.078330000004,2.0,331603.8107,9.35204294,575.8505107999999,57.22952539,29.88869361,30.0,5.0,8.0,210.0185816,1.0,2.0,2.0,0.0,0.0,570.8744573,5.0
7.0,1002.733408,198810.0413,1.0,112063.6098,1.0,564.9267514,0.0,0.0,0.0,0.945046706,0.74067887,6214.0,355.4931403,26.66627972,6659.029092,284.02615039999995,51.84189556,18.85452572,7.7860000000000005,47084.238860000005,2.0,353792.1329,1.212435283,594.8042811,97.35782314,334.24446939999996,90.0,1.0,11.0,215.6612988,4.0,0.0,,0.0,0.0,371.00499410000003,12.0
8.0,1005.2380949999999,167755.8408,0.0,112623.2603,0.0,704.2721489,0.0,0.0,1.0,0.229339056,0.539980073,8609.0,455.4072278,43.65312406,5917.265413,11.46165351,60.28443484,21.34027244,1.391,56183.23703,2.0,250645.5119,5.797830285,500.64509569999996,81.39720592,335.0793651,70.0,7.0,7.0,46.01111306,2.0,3.0,0.0,1.0,0.0,488.68226860000004,4.0
6.0,107.40373799999999,10712.39797,2.0,1327.53046,1.0,530.9482958000001,1.0,1.0,1.0,0.785132837,0.34259369,7323.0,,37.55940543,3687.168875,651.4863505,80.62478246,18.64112497,2.677,41547.10544,1.0,,6.243594643,299.2185795,33.17727109,35.80124599,70.0,7.0,6.0,280.7266326,2.0,1.0,3.0,0.0,1.0,376.5681033,4.0
4.0,583.3864355000001,62434.26364,2.0,38019.98805,0.0,589.4964461,1.0,1.0,0.0,0.637660362,0.37146601700000004,8968.0,385.79745069999996,14.82694286,3982.207619,19.65088001,26.64462004,19.64172728,1.032,45989.77789,2.0,103080.3402,7.633000764,321.06127180000004,50.05862988,194.46214519999998,,1.0,9.0,226.729296,2.0,1.0,4.0,0.0,1.0,420.34522649999997,4.0
8.0,123.33221929999999,20546.97415,2.0,1741.203663,1.0,699.3544594,1.0,1.0,1.0,0.23386267800000002,0.995836591,4125.0,455.86829900000004,5.62797084,5909.6943759999995,789.6747617000001,26.14567464,21.35107255,5.875,55964.28912,2.0,,1.082330684,499.7957778,15.93303967,41.11073975,80.0,,7.0,49.22868417,2.0,2.0,2.0,0.0,1.0,478.186825,4.0
4.0,417.4984503,38991.85542,0.0,19516.38348,1.0,784.2126278,1.0,1.0,1.0,0.13065285,0.814411298,6660.0,485.96965530000006,68.60278407,3773.7596810000005,510.80577980000004,92.10905519,22.04471944,3.34,58306.46684,1.0,78501.97387999999,8.368429039,280.18203700000004,81.63421708,139.16615009999998,90.0,1.0,15.0,259.73546519999996,1.0,0.0,2.0,0.0,0.0,637.6434687000001,2.0
6.0,984.4550483999999,19753.29117,0.0,108021.6786,1.0,226.37259069999996,1.0,1.0,1.0,0.7668820009999999,0.649957264,9553.0,188.7439834,57.48974562,979.4440807,313.71907799999997,17.52573717,13.738412699999998,6.447,18445.08251,2.0,3623.5116310000003,5.656187865,60.19561139,62.15795211,328.1516828,80.0,4.0,12.0,670.4741842,3.0,0.0,0.0,0.0,3.0,100.96688909999999,1.0
7.0,128.1818496,38089.39005,2.0,,0.0,1187.575413,0.0,0.0,1.0,0.188993687,0.20081722800000001,7417.0,754.2438373,35.7068545,10423.02358,663.956871,33.8166625,27.46350009,8.583,94796.30562999999,1.0,794689.5049,3.479518034,891.453591,57.00090611,42.72728321,80.0,4.0,12.0,577.0154808,5.0,0.0,2.0,0.0,0.0,839.2211998,1.0
10.0,241.86277830000003,13435.727859999999,0.0,6590.354652,0.0,119.7585382,1.0,0.0,0.0,0.96218608,0.126252017,4508.0,62.00687406,65.46755538,1790.5448219999998,108.72338640000001,33.51875816,7.874444365,11.492,9968.85663,0.0,27773.2582,2.652942736,166.6531074,42.25995867,80.62092611,70.0,7.0,11.0,683.6141488,2.0,0.0,4.0,0.0,0.0,94.57408170000001,7.0
1.0,317.7181253,50189.38117,1.0,11331.99573,1.0,539.6101645,1.0,1.0,0.0,0.655968708,0.505421884,3035.0,314.25888080000004,67.46724301,5367.565726,40.59464135,34.53237179,17.72734839,6.965,42828.879839999994,0.0,224585.7561,1.934719747,473.90479639999995,54.24324593,105.90604180000001,60.0,2.0,,204.3978623,1.0,2.0,3.0,0.0,0.0,418.77338430000003,9.0
7.0,422.85275310000003,55849.76289,1.0,20018.112119999998,0.0,717.3480128,1.0,0.0,1.0,0.784318271,0.070292292,6922.0,444.5276716,52.91202024,4851.410736,,77.61165709,21.08382488,3.0780000000000003,55070.0974,0.0,157002.6026,1.01127007,396.2355393,97.83687599,140.9509177,70.0,7.0,11.0,130.0085919,2.0,1.0,3.0,1.0,0.0,555.2991089,9.0
2.0,,173772.6758,2.0,49699.21414,0.0,1368.138921,0.0,1.0,0.0,0.301225612,0.5744183820000001,7755.0,982.5818989,0.24118525899999999,9778.285116,960.2597688999999,27.46599782,31.34616243,8.245,110550.3221,0.0,610448.6473,2.455531952,781.3121318,89.443466,222.41133689999998,60.0,2.0,11.0,639.5090579,2.0,3.0,0.0,1.0,3.0,811.3679985,7.0
7.0,172.2782099,25871.501119999997,0.0,3365.1795799999995,1.0,704.0186892999999,1.0,1.0,1.0,0.40322440200000004,0.564698812,8141.0,421.3276699,75.42443266,5347.839334,11.93724712,58.55103466,20.526267800000003,3.859,54234.53592,1.0,202966.8282,6.932084516000001,450.5183994,57.0257219,57.42606995,50.0,6.0,7.0,110.37771289999999,1.0,3.0,1.0,1.0,2.0,559.5438929,8.0
8.0,48.85482412,4671.960946,1.0,291.4842569,0.0,787.8796852999999,1.0,1.0,1.0,0.6355798779999999,0.50169436,3508.0,496.3753274,66.87421966,,632.7258082999999,73.605007,22.27948221,6.492000000000001,58959.96945,1.0,82304.9601,,286.8884105,25.93330857,16.28494137,60.0,2.0,12.0,247.0449785,4.0,2.0,3.0,1.0,0.0,624.9060992000001,2.0
